dataset_order,dataset_key,dataset_family,dataset_condition,dataset_directory,enc_level,channel_count,id,label,role,candidate_key,channels_json,replicate,status,reason,elapsed_seconds,exit_code,failure_timestamp,failure_frame_index,last_timestamp,trajectory_poses,associated_poses,expected_matched_frames,coverage_ratio,se3_ate_rmse_m,se3_ate_mean_m,se3_ate_median_m,se3_ate_max_m,se3_ate_std_m,rotation_ape_rmse_deg,rotation_ape_mean_deg,rotation_ape_max_deg,translation_rpe_rmse_m,translation_rpe_max_m,rotation_rpe_rmse_deg,rotation_rpe_max_deg,allframe_sim3_rmse_m,allframe_sim3_mean_m,allframe_sim3_scale,keyframe_sim3_rmse_m,keyframe_sim3_mean_m,keyframe_sim3_scale,keyframe_associated_poses,historical_evo_ape_rmse_m,historical_evo_ape_mean_m,historical_evo_rpe_rmse_m,diagnostic_frames,photo_mse_median,photo_mse_p95,photo_mse_nonfinite_count,valid_ratio_min,valid_ratio_median,h_cond_max,delta_norm_max,crazy_affine_count,trajectory_path,keyframe_trajectory_path,log_path,created_at
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,0,1,1,enc0_k01_single_d03,Enc0 best/only viable singleton control,enc0:3,[3],0,FAIL_TRACKING_NAN,Tracking emitted non-finite affine/pose diagnostics,16.583684507990256,-15,1305031459.1276,158,,,,573,,,,,,,,,,,,,,,,,,,,,,,,157,1.322339,1.48963875,1,0.0,0.994,23820.0,0.006035,3,,,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_k01_single_d03/replicate_0.log,2026-08-16T10:05:16.820622+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,0,2,2,enc0_k02_d02_d14,Enc0 best two-channel configuration,"enc0:2,14","[2, 14]",0,PASS,Completed the full matched RGB-D sequence,45.22992341697682,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.08945578788092227,0.08486765435107003,0.08948084462997158,0.14195223473746843,0.028281075480679003,6.734475504543771,6.557620111947253,9.936369029461288,0.008025067793771034,0.03639882697535601,0.4990588959224508,2.122676395224972,0.0697074065811824,0.061692700163350433,1.0690685934819653,0.06098661540032828,0.0526457124306871,1.0730114308954053,427,0.061001,0.052678,0.009415,571,2.67535,3.175665,0,0.868,0.992,25870.0,0.005882,0,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_k02_d02_d14/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_k02_d02_d14/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_k02_d02_d14/replicate_0.log,2026-08-16T10:06:02.675814+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,0,3,3,enc0_global_rank02_k03_d03_d07_d12,Enc0 global rank 2; best three-channel configuration,"enc0:3,7,12","[3, 7, 12]",0,PASS,Completed the full matched RGB-D sequence,43.6879536859924,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.14136961414707652,0.13210862889643404,0.1266542645647931,0.2917597496263541,0.05032571882444962,7.993343093143839,7.77823961807508,11.964796164636347,0.008956846641682774,0.09247971243026659,0.6560682264588276,10.329065347527125,0.13278402161053376,0.11815767439085836,1.059757326087172,0.1289710700585612,0.11423514402326042,1.0661183075555285,429,0.129,0.114312,0.0105,571,4.445487,5.0683115,0,0.87,0.992,49090.0,0.0041,8,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_global_rank02_k03_d03_d07_d12/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_global_rank02_k03_d03_d07_d12/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_global_rank02_k03_d03_d07_d12/replicate_0.log,2026-08-16T10:06:46.999138+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,0,4,4,enc0_global_rank03_k04_d02_d03_d12_d14,Enc0 global rank 3; best fixed four-channel configuration,"enc0:2,3,12,14","[2, 3, 12, 14]",0,PASS,Completed the full matched RGB-D sequence,44.227075112983584,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.09936423060515806,0.09408335339089019,0.09767889520786951,0.16002874659765864,0.03196205466611782,7.157300209986477,6.705189343649115,11.112693414518619,0.010234700895001156,0.1534330211710396,0.5019892757225013,2.188722327638771,0.07662281441905185,0.06927226387040811,1.0786912058126086,0.07624017148254224,0.0682825524670837,1.080254092739975,429,0.076092,0.06813,0.012321,571,5.768164,6.7496785,0,0.899,0.992,18990.0,0.004755,0,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_global_rank03_k04_d02_d03_d12_d14/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_global_rank03_k04_d02_d03_d12_d14/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_global_rank03_k04_d02_d03_d12_d14/replicate_0.log,2026-08-16T10:07:31.855504+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,0,6,5,enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14,Enc0 global rank 1 / accuracy-first configuration,"enc0:2,3,7,12,13,14","[2, 3, 7, 12, 13, 14]",0,PASS,Completed the full matched RGB-D sequence,44.41058297100244,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.11983209964658162,0.11229492389524087,0.10676932273486552,0.19942925056445565,0.04182800704157835,7.707927316583764,7.0114878702032986,12.374021978794437,0.01079723064030089,0.17379924152279652,0.5747421463395407,6.8428475513732385,0.10756605516785991,0.09623815804750947,1.065113896724223,0.11041503108917905,0.09867290469481625,1.0638996084064767,427,0.110219,0.098457,0.012797,571,8.784326,10.221742500000001,0,0.898,0.992,41100.0,0.004929,8,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14/replicate_0.log,2026-08-16T10:08:16.898854+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,0,16,6,enc0_all16,Enc0 all-channel control,enc0:all,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0,PASS,Completed the full matched RGB-D sequence,44.483896649006056,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.14021653144310767,0.13503271168381337,0.13679560895943807,0.2406568699016482,0.03777356834152871,8.445575388365667,8.12252147281931,13.92218013009629,0.011583381355932156,0.19148796363540496,0.6420330606282639,9.309868923268535,0.12061486204593443,0.11253590765763596,1.0904326459721299,0.12158644940795925,0.11353107745237784,1.0942931773913382,429,0.121484,0.11344,0.014163,571,35.388596,43.3653295,0,0.896,0.992,12010.0,0.002084,0,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_all16/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_all16/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_all16/replicate_0.log,2026-08-16T10:09:02.012545+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,0,5,7,enc0_bqs_top5_d00_d03_d10_d14_d15,"Enc0 historical BQS-selected top-5 control, re-evaluated by direct full sequence","enc0:0,3,10,14,15","[0, 3, 10, 14, 15]",0,PASS,Completed the full matched RGB-D sequence,44.36527206597384,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.12272130011084485,0.11615486165150778,0.12103690709161168,0.18952567256399358,0.03960512107815267,7.875831552715716,7.662655856886183,10.6582234921265,0.008132484777383773,0.037086115999881805,0.5064482029012825,1.9834290261537277,0.09931593405420987,0.0885389616377408,1.0909291297434587,0.08725504519595557,0.0764772028512699,1.097314151066374,428,0.087277,0.076514,0.009673,571,10.174167,13.3201845,0,0.871,0.992,5114.0,0.001211,0,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_bqs_top5_d00_d03_d10_d14_d15/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_bqs_top5_d00_d03_d10_d14_d15/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc0_bqs_top5_d00_d03_d10_d14_d15/replicate_0.log,2026-08-16T10:09:47.012713+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,1,2,8,enc1_k02_d00_d05,Enc1 minimum viable two-channel configuration,"enc1:0,5","[0, 5]",0,PASS,Completed the full matched RGB-D sequence,47.64704921099474,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.14284674788122378,0.13881254340622973,0.1361932747902569,0.22166725366636386,0.033708621646924335,8.55863515126845,8.224211621351563,11.875222659133193,0.009090194912325164,0.08438326513536572,0.6316880157664313,8.491172307370316,0.11834491815709691,0.10889226029877541,1.1022337160613036,0.11861513313327825,0.1096022124546477,1.103387186008122,427,0.118459,0.109422,0.010755,571,3.149159,3.8745564999999997,0,0.895,0.993,64590.0,0.008109,28,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_k02_d00_d05/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_k02_d00_d05/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_k02_d00_d05/replicate_0.log,2026-08-16T10:10:35.292489+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,1,4,9,enc1_global_rank03_k04_d00_d05_d18_d30,Enc1 global rank 3; best fixed four-channel configuration,"enc1:0,5,18,30","[0, 5, 18, 30]",0,PASS,Completed the full matched RGB-D sequence,48.71614181098994,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.1367091920019144,0.1321554086612977,0.12278627198123021,0.24063370663563757,0.03499072933480656,9.237906211392833,8.702472950621749,13.783425188273508,0.009286683454500786,0.07424277994175504,0.6475073225971839,7.778439489730538,0.11982005113119851,0.10854249780407313,1.0826420797466547,0.12045366217864475,0.10886191445892567,1.0815333632267967,427,0.120264,0.108645,0.010899,571,7.848574,9.893029,0,0.896,0.993,50380.0,0.021646,31,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_global_rank03_k04_d00_d05_d18_d30/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_global_rank03_k04_d00_d05_d18_d30/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_global_rank03_k04_d00_d05_d18_d30/replicate_0.log,2026-08-16T10:11:24.637856+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,1,6,10,enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30,Enc1 global rank 1 / accuracy-first configuration,"enc1:5,6,17,18,28,30","[5, 6, 17, 18, 28, 30]",0,PASS,Completed the full matched RGB-D sequence,51.285219148994656,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.18251759012373842,0.16901195990904688,0.154727452094449,0.3913067406434708,0.06890303412970798,9.47582842808502,9.23986676975446,13.194363011689708,0.009793074874861035,0.09498411039119908,0.7621659526628849,9.64815997833485,0.17383828768481616,0.1536781131094492,1.0697412914350133,0.1718514399636803,0.1513183014482341,1.0775232803969923,428,0.171798,0.151311,0.011564,571,24.861935,46.252342,0,0.904,0.993,36210.0,0.011744,19,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30/replicate_0.log,2026-08-16T10:12:16.556419+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,1,6,11,enc1_global_rank02_k06_d00_d05_d06_d17_d18_d30,Enc1 global rank 2; direct greedy six-channel endpoint,"enc1:0,5,6,17,18,30","[0, 5, 6, 17, 18, 30]",0,PASS,Completed the full matched RGB-D sequence,50.04017979101627,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.16762169409435781,0.15683958859377756,0.14594671810288096,0.3525025532391857,0.059147069080361596,8.926114234128784,8.685729931798837,13.146465144788044,0.009463523094222756,0.0919085088746889,0.7233713914361929,9.626232741434963,0.15712261522264814,0.1403171283272543,1.0731815878186444,0.15417336050966227,0.1369107686370341,1.0812861239664298,427,0.154159,0.136948,0.011255,571,14.471186,20.003656499999998,0,0.893,0.993,133700.0,0.025682,28,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_global_rank02_k06_d00_d05_d06_d17_d18_d30/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_global_rank02_k06_d00_d05_d06_d17_d18_d30/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_global_rank02_k06_d00_d05_d06_d17_d18_d30/replicate_0.log,2026-08-16T10:13:07.230452+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,1,32,12,enc1_all32,Enc1 all-channel control,enc1:all,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",0,PASS,Completed the full matched RGB-D sequence,53.492550293012755,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.17937197807471456,0.16445013598874844,0.15220287441970137,0.39143750892200585,0.07162722451497074,9.593726390429502,9.232978235884621,15.169886512974141,0.009088230514976592,0.06440628610098724,0.7513242708739161,10.435430097645398,0.17026214267945336,0.1484974260332835,1.0707820624877415,0.1684495805939194,0.14684683915703903,1.0787371272558104,428,0.168411,0.146848,0.01057,571,106.032356,137.1859435,0,0.907,0.993,129500.0,0.028652,18,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_all32/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_all32/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_all32/replicate_0.log,2026-08-16T10:14:01.389451+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,1,5,13,enc1_bqs_top5_d04_d09_d10_d15_d30,"Enc1 historical BQS-selected top-5 control, re-evaluated by direct full sequence","enc1:4,9,10,15,30","[4, 9, 10, 15, 30]",0,PASS,Completed the full matched RGB-D sequence,52.44706974498695,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.1767434198669241,0.16600132659303093,0.15290971214007715,0.3087874344412822,0.06067780513177536,11.946941220843875,11.41752615576059,16.273441224498942,0.009998062712439814,0.10190542409256986,0.7190268379583997,10.0614273438467,0.1683325240349955,0.15221150539372394,1.067319076196589,0.17126233933146773,0.1545221468950467,1.0639578925533066,432,0.171022,0.154285,0.011414,571,52.40873,96.6088295,0,0.895,0.993,16340.0,0.005722,16,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_bqs_top5_d04_d09_d10_d15_d30/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_bqs_top5_d04_d09_d10_d15_d30/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_m_unet_multi_dataset_evaluation/per_dataset/fr1_desk_clean/artifacts/enc1_bqs_top5_d04_d09_d10_d15_d30/replicate_0.log,2026-08-16T10:14:54.498632+00:00
