dataset_order,dataset_key,dataset_family,dataset_condition,expected_matched_frames,label,candidate_key,mode,variant,configuration,role,parent_labels,source_fr1_lightswitch_ate_mean_cm,status,reason,dataset_rank,coverage_ratio,trajectory_poses,associated_poses,elapsed_seconds,historical_evo_ape_mean_cm,historical_evo_ape_rmse_cm,historical_evo_rpe_rmse_cm,se3_ate_rmse_cm,se3_ate_mean_cm,translation_rpe_max_cm,rotation_rpe_max_deg,photo_mse_nonfinite_count,crazy_affine_count
1,fr1_desk_clean,fr1_desk,clean,573,gray_baseline,gray,gray,,gray,Photometric grayscale baseline; no learned tracking features.,,,PASS,Completed the full matched RGB-D sequence,1,0.9965095986038395,571,571,43.862081636994844,7.3847,8.5987,0.9692,12.15545342403328,11.476238775136348,3.6253795953370505,1.9672819967498894,0,0
1,fr1_desk_clean,fr1_desk,clean,573,resnet_layer2_direct_c4_d67_d108_d121,"resnet:direct:layer2:67,108,121",direct,,"direct layer2[d67,d108,d121]","Direct coarse parent C4, selected because it is the coarse component of the global C2F optimum.",,15.9524,PASS,Completed the full matched RGB-D sequence,10,0.9965095986038395,571,571,48.33087360300124,21.5029,23.8006,2.429,27.696838897835125,27.292915074570306,35.11377357121792,8.807163336635035,0,329
1,fr1_desk_clean,fr1_desk,clean,573,resnet_layer2_direct_c5_d108_d121,"resnet:direct:layer2:108,121",direct,,"direct layer2[d108,d121]","Direct coarse parent C5, selected because it produces the strongest C2F synergy with F6.",,16.6202,PASS,Completed the full matched RGB-D sequence,6,0.9965095986038395,571,571,48.5437302319915,12.9191,14.0925,1.6247,21.50500270786773,20.741803497236617,12.37467209743857,5.806120067684906,0,282
1,fr1_desk_clean,fr1_desk,clean,573,resnet_conv1_direct_f1_d15_d20_d26_d34,"resnet:direct:conv1:15,20,26,34",direct,,"direct conv1[d15,d20,d26,d34]",Direct fine parent F1: global direct Conv1 optimum on fr1/desk_lightswitch.,,10.3758,PASS,Completed the full matched RGB-D sequence,4,0.9965095986038395,571,571,47.96796658402309,10.439,11.592600000000001,1.0259,14.146761880698595,13.34048861375751,5.917319314118289,8.414277001122201,0,16
1,fr1_desk_clean,fr1_desk,clean,573,resnet_conv1_direct_f2_d23_d24_d26_d51_d63,"resnet:direct:conv1:23,24,26,51,63",direct,,"direct conv1[d23,d24,d26,d51,d63]","Direct fine parent F2, used by both A/B schedule tests of the global C2F pair.",,10.4535,PASS,Completed the full matched RGB-D sequence,5,0.9965095986038395,571,571,46.74447393498849,10.9807,12.2095,1.0187,14.474631588369476,13.88604750733737,4.613383680688189,8.334263109021357,0,16
1,fr1_desk_clean,fr1_desk,clean,573,resnet_conv1_direct_f6_d29_d33_d52,"resnet:direct:conv1:29,33,52",direct,,"direct conv1[d29,d33,d52]","Direct fine parent F6, included because it has the largest observed C2F gain with C5.",,14.6721,PASS,Completed the full matched RGB-D sequence,3,0.9965095986038395,571,571,43.622747476998484,9.7889,10.9282,0.9904,14.07715612816368,13.39854443124911,3.6541643670129664,1.9214468003455285,0,0
1,fr1_desk_clean,fr1_desk,clean,573,resnet_c2f_b_f1_c4_negative_high_parent,"resnet:c2f:B:fine15,20,26,34:coarse67,108,121",c2f,B,"C2F-B; fine conv1[d15,d20,d26,d34]; coarse layer2[d67,d108,d121]",C2F-B negative high-parent control: worse than direct global Conv1 optimum F1 on fr1 lightswitch.,resnet_conv1_direct_f1_d15_d20_d26_d34|resnet_layer2_direct_c4_d67_d108_d121,11.0315,PASS,Completed the full matched RGB-D sequence,9,0.9965095986038395,571,571,50.55765456199879,19.4376,21.3659,2.0792,22.332675678136788,20.984616140798067,36.137646080528384,9.077272659193202,0,8
1,fr1_desk_clean,fr1_desk,clean,573,resnet_c2f_a_f2_c4_variant_negative,"resnet:c2f:A:fine23,24,26,51,63:coarse67,108,121",c2f,A,"C2F-A; fine conv1[d23,d24,d26,d51,d63]; coarse layer2[d67,d108,d121]",C2F-A schedule control: slightly worse than direct F2 on fr1 lightswitch.,resnet_conv1_direct_f2_d23_d24_d26_d51_d63|resnet_layer2_direct_c4_d67_d108_d121,10.5465,PASS,Completed the full matched RGB-D sequence,8,0.9965095986038395,571,571,51.756356783997035,16.6103,18.7445,2.0789999999999997,20.62131865899242,19.643792025615696,34.86673593356975,8.657516592931339,0,8
1,fr1_desk_clean,fr1_desk,clean,573,resnet_c2f_b_f2_c4_global_best,"resnet:c2f:B:fine23,24,26,51,63:coarse67,108,121",c2f,B,"C2F-B; fine conv1[d23,d24,d26,d51,d63]; coarse layer2[d67,d108,d121]",C2F-B global ResNet C2F optimum on fr1 lightswitch; compare against both direct parents.,resnet_conv1_direct_f2_d23_d24_d26_d51_d63|resnet_layer2_direct_c4_d67_d108_d121,9.3293,PASS,Completed the full matched RGB-D sequence,7,0.9965095986038395,571,571,50.546855901018716,15.7758,17.7392,2.0179,19.438755603779335,18.403731352007853,33.78126293262256,8.370345892549649,0,8
1,fr1_desk_clean,fr1_desk,clean,573,resnet_c2f_a_f6_c5_positive_synergy,"resnet:c2f:A:fine29,33,52:coarse108,121",c2f,A,"C2F-A; fine conv1[d29,d33,d52]; coarse layer2[d108,d121]",C2F-A positive synergy case: 32.9% lower fr1-lightswitch ATE than direct F6.,resnet_conv1_direct_f6_d29_d33_d52|resnet_layer2_direct_c5_d108_d121,9.849,PASS,Completed the full matched RGB-D sequence,2,0.9965095986038395,571,571,50.82066322301398,8.0333,9.0025,1.0593,13.241159845209282,12.481101364936036,7.68493859855057,5.176205510659238,0,8
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,gray_baseline,gray,gray,,gray,Photometric grayscale baseline; no learned tracking features.,,,FAIL_TRACKING_NAN,Tracking emitted non-finite affine/pose diagnostics,,,,,20.196932730003027,,,,,,,,1,52
2,fr1_desk_lightswitch,fr1_desk,lightswitch,573,resnet_layer2_direct_c4_d67_d108_d121,"resnet:direct:layer2:67,108,121",direct,,"direct layer2[d67,d108,d121]","Direct coarse parent C4, selected because it is the coarse component of the global C2F optimum.",,15.9524,PASS,Completed the full matched RGB-D sequence,8,0.9965095986038395,571,571,48.35176894598408,15.9524,17.0469,1.5904000000000003,23.30600514929319,22.22373028839384,8.664561937894549,5.13128450084821,0,337
