dataset_order,dataset_key,dataset_family,dataset_condition,dataset_directory,candidate_mode,id,label,role,candidate_key,channels_json,replicate,status,reason,elapsed_seconds,exit_code,failure_timestamp,failure_frame_index,last_timestamp,trajectory_poses,associated_poses,expected_matched_frames,coverage_ratio,se3_ate_rmse_m,se3_ate_mean_m,se3_ate_median_m,se3_ate_max_m,se3_ate_std_m,rotation_ape_rmse_deg,rotation_ape_mean_deg,rotation_ape_max_deg,translation_rpe_rmse_m,translation_rpe_max_m,rotation_rpe_rmse_deg,rotation_rpe_max_deg,allframe_sim3_rmse_m,allframe_sim3_mean_m,allframe_sim3_scale,keyframe_sim3_rmse_m,keyframe_sim3_mean_m,keyframe_sim3_scale,keyframe_associated_poses,historical_evo_ape_rmse_m,historical_evo_ape_mean_m,historical_evo_rpe_rmse_m,diagnostic_frames,photo_mse_median,photo_mse_p95,photo_mse_nonfinite_count,valid_ratio_min,valid_ratio_median,h_cond_max,delta_norm_max,crazy_affine_count,trajectory_path,keyframe_trajectory_path,log_path,created_at
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,gray,1,gray_baseline,Photometric grayscale baseline; no learned tracking features.,gray,,0,PASS,Completed the full matched RGB-D sequence,43.862081636994844,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.1215545342403328,0.11476238775136349,0.12106541385158039,0.18120850616900863,0.040063688696748055,8.032845281744422,7.825840377402345,11.476266039586791,0.008174082630743986,0.036253795953370506,0.512093859521422,1.9672819967498894,0.09768173281723744,0.08588617602077821,1.0912595653028874,0.08597466685556185,0.07381853304879879,1.097656870332593,432,0.085987,0.073847,0.009692,571,1.802476,2.7181495,0,0.87,0.992,9604.0,0.001051,0,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/gray_baseline/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/gray_baseline/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/gray_baseline/replicate_0.log,2026-08-23T12:24:35.188397+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,direct,2,resnet_layer2_direct_c4_d67_d108_d121,"Direct coarse parent C4, selected because it is the coarse component of the global C2F optimum.","resnet:direct:layer2:67,108,121","[67, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,48.33087360300124,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.27696838897835124,0.27292915074570306,0.2749660294810518,0.37537572016315146,0.04712926019462394,17.360115044271627,16.303277677195677,26.455459890715737,0.018554685088730427,0.3511377357121792,0.7245431199389251,8.807163336635035,0.24931282949310474,0.2296813505963684,1.169091246175954,0.23776278579433785,0.21468256023115256,1.19618606187504,429,0.238006,0.215029,0.02429,571,4.050352,5.0691445,0,0.905,0.994,9927.0,0.003865,329,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_layer2_direct_c4_d67_d108_d121/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_layer2_direct_c4_d67_d108_d121/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_layer2_direct_c4_d67_d108_d121/replicate_0.log,2026-08-23T12:25:24.172115+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,direct,3,resnet_layer2_direct_c5_d108_d121,"Direct coarse parent C5, selected because it produces the strongest C2F synergy with F6.","resnet:direct:layer2:108,121","[108, 121]",0,PASS,Completed the full matched RGB-D sequence,48.5437302319915,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.21505002707867732,0.2074180349723662,0.19670970243372116,0.33611101892737016,0.056782681468403054,13.958603747622222,13.576688851760526,19.489821909655973,0.01252403232519938,0.12374672097438569,0.6964237266914044,5.806120067684906,0.1495292437675456,0.13770767420014643,1.2198248182028204,0.14106302127510806,0.1293587981162768,1.2344470647021655,428,0.140925,0.129191,0.016247,571,2.766068,4.688693499999999,0,0.898,0.994,16270.0,0.01074,282,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_layer2_direct_c5_d108_d121/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_layer2_direct_c5_d108_d121/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_layer2_direct_c5_d108_d121/replicate_0.log,2026-08-23T12:26:13.361938+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,direct,4,resnet_conv1_direct_f1_d15_d20_d26_d34,Direct fine parent F1: global direct Conv1 optimum on fr1/desk_lightswitch.,"resnet:direct:conv1:15,20,26,34","[15, 20, 26, 34]",0,PASS,Completed the full matched RGB-D sequence,47.96796658402309,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.14146761880698594,0.1334048861375751,0.1323089158596126,0.2576846707092759,0.04707678329643294,8.129064519864999,7.829642913296729,12.461258779659481,0.008580191587221817,0.05917319314118289,0.6514664171383242,8.414277001122201,0.12078816907081462,0.10884928112785919,1.0933944452529023,0.11599956977375515,0.10446779011418648,1.0978931666653993,431,0.115926,0.10439,0.010259,571,7.733145,9.8645435,0,0.894,0.993,174300.0,0.007492,16,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_conv1_direct_f1_d15_d20_d26_d34/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_conv1_direct_f1_d15_d20_d26_d34/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_conv1_direct_f1_d15_d20_d26_d34/replicate_0.log,2026-08-23T12:27:01.974476+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,direct,5,resnet_conv1_direct_f2_d23_d24_d26_d51_d63,"Direct fine parent F2, used by both A/B schedule tests of the global C2F pair.","resnet:direct:conv1:23,24,26,51,63","[23, 24, 26, 51, 63]",0,PASS,Completed the full matched RGB-D sequence,46.74447393498849,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.14474631588369477,0.1388604750733737,0.13383584258287118,0.24919908884900885,0.040856632561914685,9.359918255150284,8.97342323869843,13.518657797756848,0.008618577821922107,0.04613383680688189,0.6614846996044054,8.334263109021357,0.12394027840374004,0.11107031584440705,1.0950109771072933,0.12224813719287204,0.11002517390634992,1.0970478913189465,431,0.122095,0.109807,0.010187,571,9.755614,12.305173,0,0.894,0.993,46380.0,0.006664,16,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_conv1_direct_f2_d23_d24_d26_d51_d63/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_conv1_direct_f2_d23_d24_d26_d51_d63/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_conv1_direct_f2_d23_d24_d26_d51_d63/replicate_0.log,2026-08-23T12:27:49.360384+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,direct,6,resnet_conv1_direct_f6_d29_d33_d52,"Direct fine parent F6, included because it has the largest observed C2F gain with C5.","resnet:direct:conv1:29,33,52","[29, 33, 52]",0,PASS,Completed the full matched RGB-D sequence,43.622747476998484,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.1407715612816368,0.1339854443124911,0.1369020575094652,0.2333275744008141,0.04318024059745342,8.092745535933535,7.785388030078315,11.554667010335528,0.00827703632758811,0.036541643670129666,0.5060023100909757,1.9214468003455285,0.12036394279062401,0.10889828973660502,1.092497930777176,0.10927896277409456,0.09787690779876879,1.0996202705044722,430,0.109282,0.097889,0.009904,571,4.459943,5.5405365,0,0.872,0.992,5924.0,0.001599,0,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_conv1_direct_f6_d29_d33_d52/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_conv1_direct_f6_d29_d33_d52/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_conv1_direct_f6_d29_d33_d52/replicate_0.log,2026-08-23T12:28:33.636503+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,c2f,7,resnet_c2f_b_f1_c4_negative_high_parent,C2F-B negative high-parent control: worse than direct global Conv1 optimum F1 on fr1 lightswitch.,"resnet:c2f:B:fine15,20,26,34:coarse67,108,121","[15, 20, 26, 34, 67, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,50.55765456199879,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.22332675678136787,0.20984616140798068,0.19992334669050627,0.3545835641345536,0.07641615560089342,9.54955969812959,9.072285846153235,14.123602964633063,0.01722931792665332,0.36137646080528385,0.6319692145128631,9.077272659193202,0.2184500936972953,0.19869907319649716,1.0582880799373642,0.2134468811039411,0.19406226497455417,1.0741249275831746,431,0.213659,0.194376,0.020792,571,7.72566,9.876408000000001,0,0.895,0.993,170200.0,0.009722,8,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_c2f_b_f1_c4_negative_high_parent/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_c2f_b_f1_c4_negative_high_parent/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_c2f_b_f1_c4_negative_high_parent/replicate_0.log,2026-08-23T12:29:24.826994+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,c2f,8,resnet_c2f_a_f2_c4_variant_negative,C2F-A schedule control: slightly worse than direct F2 on fr1 lightswitch.,"resnet:c2f:A:fine23,24,26,51,63:coarse67,108,121","[23, 24, 26, 51, 63, 67, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,51.756356783997035,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.20621318658992419,0.19643792025615697,0.19925861562592892,0.31165699330452157,0.06273772237662605,10.168872214683091,9.846911793274707,13.733323015415468,0.01679740684819851,0.3486673593356975,0.6216599369270754,8.657516592931339,0.19464783958270085,0.1739192367160142,1.087242882375173,0.18723910889804196,0.1657904486834627,1.1039428854170477,431,0.187445,0.166103,0.02079,571,9.692682,12.2191105,0,0.899,0.993,59650.0,0.004662,8,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_c2f_a_f2_c4_variant_negative/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_c2f_a_f2_c4_variant_negative/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_c2f_a_f2_c4_variant_negative/replicate_0.log,2026-08-23T12:30:17.224564+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,c2f,9,resnet_c2f_b_f2_c4_global_best,C2F-B global ResNet C2F optimum on fr1 lightswitch; compare against both direct parents.,"resnet:c2f:B:fine23,24,26,51,63:coarse67,108,121","[23, 24, 26, 51, 63, 67, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,50.546855901018716,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.19438755603779334,0.18403731352007852,0.18578684593117256,0.30005645843180045,0.06258425660386611,9.053200641725715,8.804010543585152,12.018144787791666,0.01639261213666436,0.3378126293262256,0.6130252986367916,8.370345892549649,0.18364615473309154,0.16468821226137842,1.0809419670603857,0.1772029456547325,0.1574807213373128,1.0956176191963514,431,0.177392,0.157758,0.020179,571,9.751699,12.2950955,0,0.895,0.993,52380.0,0.015122,8,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_c2f_b_f2_c4_global_best/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_c2f_b_f2_c4_global_best/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_c2f_b_f2_c4_global_best/replicate_0.log,2026-08-23T12:31:08.408691+00:00
1,fr1_desk_clean,fr1_desk,clean,rgbd_dataset_freiburg1_desk,c2f,10,resnet_c2f_a_f6_c5_positive_synergy,C2F-A positive synergy case: 32.9% lower fr1-lightswitch ATE than direct F6.,"resnet:c2f:A:fine29,33,52:coarse108,121","[29, 33, 52, 108, 121]",0,PASS,Completed the full matched RGB-D sequence,50.82066322301398,0,,,1305031473.1961,571,571,573,0.9965095986038395,0.13241159845209283,0.12481101364936036,0.13720274738092392,0.20582581324672203,0.04421586001037922,7.548073925175101,7.106796011931911,11.912548597731165,0.008735709112747748,0.0768493859855057,0.5460543150296389,5.176205510659238,0.0996111197527408,0.0892866286346297,1.1121851455602965,0.09011258376794457,0.08041024636809677,1.1191752182821229,430,0.090025,0.080333,0.010593,571,4.469833,5.5816095,0,0.896,0.993,8598.0,0.01513,8,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_c2f_a_f6_c5_positive_synergy/replicate_0.all_frames.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_c2f_a_f6_c5_positive_synergy/replicate_0.keyframes.tum.txt,/home/melody/code/individual_project/channel_selection_results/step_q_c2f_multi_dataset_evaluation/resnet/per_dataset/fr1_desk_clean/artifacts/resnet_c2f_a_f6_c5_positive_synergy/replicate_0.log,2026-08-23T12:31:59.884967+00:00
